# E_nu,Te,sigma_e,sigma_x
1.068965517241379359e+01,1.550000000000000000e+01,1.630610370000760865e-48,2.355109044134392662e-49
1.120689655172413879e+01,1.550000000000000000e+01,6.709282870965823648e-48,9.668268125156829244e-49
1.172413793103448398e+01,1.550000000000000000e+01,2.227145130042675614e-47,3.202875737594173044e-48
1.224137931034482918e+01,1.550000000000000000e+01,6.141272995869244261e-47,8.815957190928714811e-48
1.275862068965517260e+01,1.550000000000000000e+01,1.441928616186546882e-46,2.066669889978822067e-47
1.327586206896551779e+01,1.550000000000000000e+01,2.944393998250542127e-46,4.214398015383047702e-47
1.379310344827586299e+01,1.550000000000000000e+01,5.325679431546620547e-46,7.614214227001403062e-47
1.431034482758620818e+01,1.550000000000000000e+01,8.670751291546164448e-46,1.238570250851308941e-46
1.482758620689655160e+01,1.550000000000000000e+01,1.288917932285203921e-45,1.839986931772994683e-46
1.534482758620689680e+01,1.550000000000000000e+01,1.771831538191682057e-45,2.528485419416582367e-46
1.586206896551724199e+01,1.550000000000000000e+01,2.278551002809663051e-45,3.251488224640440334e-46
1.637931034482758719e+01,1.550000000000000000e+01,2.770068776809890577e-45,3.954138181804416482e-46
1.689655172413793238e+01,1.550000000000000000e+01,3.214146012441329343e-45,4.591273777788581306e-46
1.741379310344827758e+01,1.550000000000000000e+01,3.590385646511016346e-45,5.134497181399786693e-46
1.793103448275861922e+01,1.550000000000000000e+01,3.891165059850511629e-45,5.573390161104214387e-46
1.844827586206896797e+01,1.550000000000000000e+01,4.119384242426268389e-45,5.912264046648432020e-46
1.896551724137930961e+01,1.550000000000000000e+01,4.284696314726271625e-45,6.164811177438605004e-46
1.948275862068965836e+01,1.550000000000000000e+01,4.399726743811235300e-45,6.348778852403640346e-46
2.000000000000000000e+01,1.550000000000000000e+01,4.477184178365828046e-45,6.481924973538188393e-46
