E,flux_spectrum,lambda_B,lambda_hep
15.872,269.39996,2.0200000000000052e-06,0.032842
15.891,265.6421500000001,1.735000000000008e-06,0.032555
15.91,262.41722,1.55e-06,0.032269
15.929,259.42853999999994,1.4099999999999948e-06,0.031983
15.947,256.41361000000006,1.265000000000004e-06,0.031697
15.966,253.5115600000001,1.140000000000014e-06,0.031412
15.985,250.39951000000002,9.750000000000044e-07,0.031127
16.004,247.66283999999996,8.799999999999928e-07,0.030843
16.023,244.92616999999998,7.84999999999999e-07,0.030559
16.041,242.21574999999999,6.949999999999938e-07,0.030275
16.06,239.48696,6e-07,0.029992
16.079,236.76604999999995,5.049999999999884e-07,0.02971
16.098,234.04514000000006,4.1000000000001063e-07,0.029428
16.116,231.77048,4e-07,0.029146
16.135,229.16244999999998,3.2499999999999556e-07,0.028865
16.154,226.81691999999998,3e-07,0.028584
16.173,224.26927000000003,2.3500000000000797e-07,0.028304
16.192,221.88700000000003,2e-07,0.028025
16.21,219.68848,2e-07,0.027746
16.229,217.26158999999998,1.5499999999999732e-07,0.027468
16.248,214.7822,1e-07,0.02719
16.267,212.59944,1e-07,0.026913
16.285,210.41668,1e-07,0.026636
16.304,208.2418,1e-07,0.02636
16.323,206.0748,1e-07,0.026085
16.342,203.85530000000003,9.000000000000533e-08,0.02581
16.361,201.23156,0.0,0.025537
16.379,199.07244,0.0,0.025263
16.398,196.92908,0.0,0.024991
16.417,194.78572,0.0,0.024719
16.436,192.64236,0.0,0.024447
16.455,190.51476,0.0,0.024177
16.473,188.38716000000002,0.0,0.023907
16.492,186.26744,0.0,0.023638
16.511,184.1556,0.0,0.02337
16.53,182.04376000000002,0.0,0.023102
16.548,179.93980000000002,0.0,0.022835
16.567,177.84372,0.0,0.022569
16.586,175.75552000000002,0.0,0.022304
16.605,173.67520000000002,0.0,0.02204
16.624,171.59488,0.0,0.021776
16.642,169.53032,0.0,0.021514
16.661,167.46576,0.0,0.021252
16.68,165.40908,0.0,0.020991
16.699,163.36028,0.0,0.020731
16.718,161.31148,0.0,0.020471
