energy,sigma_m2,results,lambda,error1,error2,rate,T_e
14.78,1.101830715952173e-33,0.2504144618593547,0.0002003,0.0001041,0.0003687,0.07182704039851583,14.78
14.8,1.1034844498099165e-33,0.2504070816338392,0.0001884,9.71e-05,0.0003489,0.06765913851051049,14.8
14.82,1.1051380297148433e-33,0.2504049765998653,0.0001761,8.93e-05,0.0003288,0.06333613779869196,14.82
14.84,1.106791456164486e-33,0.2504094648965754,0.000162,8.32e-05,0.0003079,0.05835314848127385,14.84
14.86,1.1084447296545573e-33,0.250413156127804,0.0001532,7.82e-05,0.0002862,0.055266592796698655,14.86
14.88,1.1100978506788647e-33,0.2504099256216774,0.0001444,7.31e-05,0.0002712,0.05216902680945592,14.88
14.9,1.1117508197293885e-33,0.2504024333333245,0.0001355,6.79e-05,0.0002561,0.049025049339634696,14.9
14.92,1.113403637296254e-33,0.2503988226942226,0.0001262,6.19e-05,0.0002408,0.045727453231221404,14.92
14.94,1.11505630386771e-33,0.2504021513129434,0.0001161,5.8e-05,0.0002247,0.042130810473659214,14.94
14.96,1.1167088199302164e-33,0.250406904193279,0.0001096,5.43e-05,0.0002091,0.03983176402796001,14.96
14.98,1.1183611859683613e-33,0.2504056636232159,0.000103,5.06e-05,0.0001977,0.037488339048431005,14.98
15.0,1.1200134024649146e-33,0.250398757202434,9.63e-05,4.67e-05,0.0001863,0.0351005900182088,15.0
15.02,1.1216654699008489e-33,0.2503932294010356,8.93e-05,4.23e-05,0.0001747,0.03259643702082597,15.02
15.04,1.1233173887553148e-33,0.2503946549740737,8.22e-05,3.97e-05,0.0001621,0.030049143263077286,15.04
15.06,1.1249691595056285e-33,0.250399783778556,7.73e-05,3.71e-05,0.0001512,0.0283000238186759,15.06
15.08,1.1266207826273618e-33,0.2504011556194813,7.25e-05,3.44e-05,0.0001427,0.02658182746118234,15.08
15.1,1.128272258594235e-33,0.2503957733097297,6.75e-05,3.15e-05,0.0001341,0.02478434338380059,15.1
15.12,1.1299235878782273e-33,0.2503888546836744,6.22e-05,2.85e-05,0.0001254,0.02287110744854642,15.12
15.14,1.1315747709495308e-33,0.2503875462933192,5.74e-05,2.67e-05,0.0001157,0.02113686695164293,15.14
15.16,1.1332258082765353e-33,0.250391843650955,5.38e-05,2.48e-05,0.0001082,0.0198404560793453,15.16
15.18,1.134876700325908e-33,0.2503954075453736,5.02e-05,2.29e-05,0.0001019,0.018540075450123903,15.18
15.2,1.1365274475625153e-33,0.2503928233222611,4.66e-05,2.08e-05,9.55e-05,0.01723536413761326,15.2
15.22,1.1381780504494914e-33,0.250385948598667,4.26e-05,1.88e-05,8.89e-05,0.015778383196568803,15.22
15.24,1.139828509448216e-33,0.2503815989851993,3.93e-05,1.75e-05,8.12e-05,0.014576968500387377,15.24
15.26,1.1414788250183474e-33,0.2503835163995087,3.68e-05,1.62e-05,7.64e-05,0.013669547975796642,15.26
15.28,1.1431289976177695e-33,0.2503884620773351,3.42e-05,1.49e-05,7.18e-05,0.01272238111533807,15.28
15.3,1.1447790277026929e-33,0.2503893481827449,3.15e-05,1.34e-05,6.71e-05,0.011734938257568647,15.3
15.32,1.1464290055302328e-33,0.2503840281702943,2.85e-05,1.21e-05,6.21e-05,0.010632402002294181,15.32
15.34,1.1480787520056988e-33,0.2503775294812313,2.64e-05,1.13e-05,5.67e-05,0.009862878816177357,15.34
15.36,1.1497283573243225e-33,0.2503759965498753,2.46e-05,1.04e-05,5.33e-05,0.009203558604218776,15.36
15.38,1.1513778219354254e-33,0.2503799363051133,2.28e-05,9.4e-06,4.99e-05,0.008542499702011428,15.38
15.4,1.1530271462866529e-33,0.2503839420612657,2.09e-05,8.4e-06,4.64e-05,0.007841967390323284,15.4
15.42,1.1546763308239529e-33,0.2503820858480933,1.87e-05,7.6e-06,4.27e-05,0.007026480803292233,15.42
15.44,1.1563253759915934e-33,0.2503754546754378,1.74e-05,7e-06,3.89e-05,0.006547172698819088,15.44
15.46,1.1579742822321624e-33,0.2503702916249318,1.62e-05,6.4e-06,3.64e-05,0.006104209983483758,15.46
15.48,1.1596230499865826e-33,0.2503711397017494,1.49e-05,5.8e-06,3.4e-05,0.005622378964491791,15.48
15.5,1.1612716796941159e-33,0.2503760382175591,1.35e-05,5e-06,3.15e-05,0.005101443810652496,15.5
15.52,1.1629201717923413e-33,0.2503783624117872,1.21e-05,4.6e-06,2.88e-05,0.0045789384910691336,15.52
15.54,1.1645685267172317e-33,0.2503748942911417,1.12e-05,4.2e-06,2.62e-05,0.004244305060737052,15.54
15.56,1.1662167449030681e-33,0.2503679397230444,1.03e-05,3.8e-06,2.45e-05,0.003908660537242288,15.56
15.58,1.1678648267825367e-33,0.2503641368104035,9.5e-06,3.4e-06,2.27e-05,0.0036101150609067515,15.58
15.6,1.1695127727866444e-33,0.2503663550791262,8.5e-06,2.9e-06,2.09e-05,0.0032346895295586086,15.6
15.62,1.1711605833448117e-33,0.250371177218427,7.6e-06,2.7e-06,1.9e-05,0.002896323792687739,15.62
15.64,1.1728082588848365e-33,0.2503726251298354,7e-06,2.4e-06,1.73e-05,0.0026714351713680354,15.64
15.66,1.1744557998328509e-33,0.2503680070389483,6.4e-06,2.2e-06,1.61e-05,0.002445841018723005,15.66
15.68,1.176103206613451e-33,0.2503614114069763,5.8e-06,1.9e-06,1.49e-05,0.002219594090234568,15.68
15.7,1.1777504796495881e-33,0.2503584357160646,5.2e-06,1.6e-06,1.36e-05,0.0019927444292607574,15.7
15.72,1.1793976193626273e-33,0.2503613310988547,4.6e-06,1.5e-06,1.21e-05,0.001765298171513336,15.72
15.74,1.1810446261723512e-33,0.250365970475792,4.2e-06,1.3e-06,1.11e-05,0.0016140747323845136,15.74
15.76,1.1826915004969544e-33,0.2503666332008474,3.8e-06,1.2e-06,1.03e-05,0.001462393548740343,15.76
15.78,1.1843382427530637e-33,0.2503618494339431,3.4e-06,1e-06,9.5e-06,0.00131025420484743,15.78
15.8,1.1859848533557042e-33,0.2503554858694476,3e-06,8e-07,8.6e-06,0.0011576845847979514,15.8
15.82,1.187631332718389e-33,0.2503529500923687,2.7e-06,8e-07,7.5e-06,0.0010433520299978865,15.82
15.84,1.18927768125301e-33,0.2503559181554339,2.4e-06,7e-07,7e-06,0.0009287206743356174,15.84
15.86,1.190923899369971e-33,0.2503604882794363,2.2e-06,6e-07,6.4e-06,0.0008525212683884753,15.86
15.88,1.1925699874780899e-33,0.250361110873438,1.9e-06,5e-07,5.8e-06,0.0007372878674985451,15.88
15.9,1.1942159459846306e-33,0.2503563378375609,1.6e-06,4e-07,5.2e-06,0.000621719057071037,15.9
15.92,1.195861775295379e-33,0.2503499697146931,1.5e-06,4e-07,4.6e-06,0.0005836500505587836,15.92
15.94,1.1975074758145384e-33,0.2503475044544642,1.3e-06,3e-07,4.2e-06,0.0005065211604271218,15.94
15.96,1.1991530479448284e-33,0.2503501799506531,1.2e-06,3e-07,3.8e-06,0.0004682054995057789,15.96
15.98,1.2007984920874165e-33,0.2503546955463419,1e-06,2e-07,3.5e-06,0.0003907136788431538,15.98
16.0,1.2024438086419913e-33,0.2503555730982096,9e-07,2e-07,3.1e-06,0.00035212536039467055,16.0
